Company,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,OS
Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Windows
Lenovo,ThinkPad 13,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows
Lenovo,IdeaPad 310-15ISK,Laptop,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,Windows
Lenovo,ThinkPad L460,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows
Lenovo,IdeaPad Y700-15ISK,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Windows
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows
Lenovo,IdeaPad 100S-14IBR,Laptop,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Windows
LG,Gram 15Z975,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows
LG,Gram 15Z970,Laptop,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows
LG,Gram 14Z970,Laptop,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows
Microsoft,Surface Laptop,Laptop,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows
Microsoft,Surface Laptop,Laptop,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Microsoft,Surface Laptop,Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Windows
Microsoft,Surface Laptop,Laptop,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,Windows
Microsoft,Surface Laptop,Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,Windows
Microsoft,Surface Laptop,Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows
MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 2TB HDD,Windows
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 2TB HDD,Windows
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD + 1TB HDD,Windows
MSI,GT73EVR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD + 1TB HDD,Windows
MSI,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD + 1TB HDD,Windows
MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows
MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows
MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,512GB SSD + 1TB HDD,Windows
MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD + 1TB HDD,Windows
MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD + 1TB HDD,Windows
MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 2TB HDD,Windows
MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GS43VR 7RE,Gaming,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD + 1TB HDD,Windows
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD + 2TB HDD,Windows
MSI,GE72VR 6RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GS40 Phantom,Gaming,14,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD + 1TB HDD,Windows
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD + 1TB HDD,Windows
MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD + 1TB HDD,Windows
Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Chrome OS
Samsung,Laptop Odyssey,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD + 1TB HDD,Windows
Samsung,Laptop 9,Laptop,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows
Samsung,Laptop 9,Laptop,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
Samsung,Laptop 9,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows
Samsung,Laptop 9,Laptop,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Samsung,Laptop 9,Laptop,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows
Samsung,Laptop 9,Laptop,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,Chrome OS
Toshiba,Satellite Pro,Laptop,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
Toshiba,Satellite Pro,Laptop,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Windows
Toshiba,Satellite Pro,Laptop,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows
Toshiba,Satellite Pro,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows
Toshiba,Portege Z30-C-16L,Laptop,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Satellite Pro,Laptop,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Windows
Toshiba,Satellite Pro,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Satellite Pro,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Tecra A50-C-21G,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows
Toshiba,Portege Z30-C-16P,Laptop,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows
Toshiba,Portege X30-D-10J,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Portege X30-D-10L,Laptop,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,Windows
Toshiba,Satellite Pro,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows
Toshiba,Tecra X40-D-10H,Laptop,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows
Toshiba,Tecra Z50-C-144,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Portege Z30-C-16J,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Tecra A50-D-11M,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows
Toshiba,Satellite Pro,Laptop,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4GB,128GB SSD,Windows
Toshiba,Tecra Z50-D-10E,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Satellite Pro,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Portege Z30T-C-133,Laptop,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows
Toshiba,Tecra X40-D-10G,Laptop,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Tecra A40-C-1E5,Laptop,14,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows
Toshiba,Tecra Z40-C-161,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Windows
Toshiba,Tecra X40-D-10Z,Laptop,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows
Toshiba,Satellite Pro,Laptop,14,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Windows
Toshiba,Portege X30-D-10X,Laptop,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows
Toshiba,Portégé Z30-C-188,Laptop,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Tecra A50-D-11D,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
Toshiba,Portege X30-D-10V,Laptop,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
Toshiba,Tecra Z50-C-140,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Windows
Toshiba,Tecra Z40-C-12X,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows
Toshiba,Tecra A50-C-1ZV,Laptop,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Portege Z30-C-1CW,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Portege Z30-C-16Z,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows
Toshiba,Portege X20W-D-10V,Laptop,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows
Toshiba,Tecra A40-C-1DF,Laptop,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Portege Z30-C-1CV,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows
Toshiba,Tecra A40-C-1KF,Laptop,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
Toshiba,Portege Z30-C-16H,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows
Toshiba,Portege A30-C-1CZ,Laptop,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Tecra Z40-C-12Z,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Portégé Z30-C-16K,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Toshiba,Tecra Z40-C-136,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows
Toshiba,Tecra A50-C-218,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Windows
Toshiba,Portege X30-D-10K,Laptop,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows
Xiaomi,Mi Laptop,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,No OS
Xiaomi,Mi Laptop,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,No OS
Xiaomi,Mi Laptop,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,No OS
Xiaomi,Mi Laptop,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
Acer,Liquid Z630s,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6735,3GB,32GB,Android 5.1
Acer,Liquid Jade,Mobile Phone,5,720x1280 pixels,MediaTek MT6582,2GB,16GB,Android 4.4
Acer,Liquid Z530,Mobile Phone,5,720x1280 pixels,MediaTek MT6735,2GB,16GB,Android 5.1
Asus,6Z,Mobile Phone,6.4,1080x2340 pixels,Qualcomm Snapdragon 855,6GB,64GB,Android 9 Pie
Asus,ZenFone 5Z (ZS620KL),Mobile Phone,6.2,1080x2246 pixels,Qualcomm Snapdragon 845,4GB,64GB,Android 8.0
Asus,ZenFone Selfie,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 5.0
Asus,ZenFone 2 Deluxe,Mobile Phone,5.5,1080x1920 pixels,Intel Atom Z3580,4GB,64GB,Android 5.0
Asus,ZenFone Max,Mobile Phone,5.5,720x1280 pixels,Qualcomm Snapdragon 410,2GB,16GB,Android 5.0
Asus,ZenFone 6,Mobile Phone,6,720x1280 pixels,Intel Atom Z2580,2GB,16GB,Android 4.3
Asus,ZenFone 4 Selfie Pro,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 625,4GB,64GB,Android 7.1.1
Asus,ZenFone Live,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 400,2GB,16GB,Android 6.0
Asus,Zenfone Go 5.0 LTE,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,2GB,16GB,Android 4.4
Asus,ZenFone 3 (ZE552KL),Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 625,4GB,64GB,Android 6.0
Asus,ZenFone 3 Max (ZC553KL),Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 430,2GB,32GB,Android 6.0.1
Asus,ZenFone Go (ZB450KL),Mobile Phone,4.5,480x854 pixels,Qualcomm Snapdragon 410,1GB,8GB,Android 6.0
Asus,ZenFone Zoom S,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 625,4GB,64GB,Android 7.1.1
Asus,ZenFone 3 Laser,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 430,4GB,32GB,Android 6.0
Asus,ZenFone 3 Max (ZC520TL),Mobile Phone,5.2,720x1280 pixels,MediaTek MT6737T,2GB,16GB,Android 6.0.1
Asus,ZenFone Go,Mobile Phone,5,720x1280 pixels,MediaTek MT6580,2GB,8GB,Android 5.1
Asus,ZenFone Max Pro M2,Mobile Phone,6.26,1080x2280 pixels,Qualcomm Snapdragon 660,3GB,32GB,Android 8.1 Oreo
Asus,ZenFone C (ZC451CG),Mobile Phone,4.5,480x854 pixels,Intel Atom Z2520,1GB,8GB,Android 4.4
Asus,ZenFone 4,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 630,4GB,64GB,Android 7.0
Asus,ZenFone 2 ZE550ML,Mobile Phone,5.5,720x1280 pixels,Intel Atom Z3560,2GB,16GB,Android 5.0
Asus,ZenFone Max M2,Mobile Phone,6.26,720x1520 pixels,Qualcomm Snapdragon 632,3GB,32GB,Android 8.1 Oreo
Asus,ZenPad C 7.0 (Z170MG),Mobile Phone,7,1024x600 pixels,MediaTek MT8382V/W,1GB,8GB,Android 5.0
Asus,PadFone mini,Mobile Phone,4.3,540x960 pixels,Intel Atom Z2560,1GB,8GB,Android 4.3
Asus,ZenFone 2 Laser (ZE500KL),Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,2GB,8GB,Android 5.0
Asus,ZenFone Lite L1 (ZA551KL),Mobile Phone,5.45,720x1440 pixels,Qualcomm Snapdragon 430,2GB,16GB,Android 8.0 Oreo
Asus,ZenFone Go 5.5 (ZB552KL),Mobile Phone,5.5,720x1280 pixels,Qualcomm Snapdragon 410,2GB,16GB,Android 6.0
Asus,ZenFone Max M1 (ZB556KL),Mobile Phone,5.45,720x1440 pixels,Qualcomm Snapdragon 430,3GB,32GB,Android 8.1 Oreo
Asus,ZenFone Max Pro M1,Mobile Phone,5.99,1080x2160 pixels,Qualcomm Snapdragon 636,3GB,32GB,Android 8.1 Oreo
BlackBerry,DTEK50,Mobile Phone,5.2,1080x1920 pixels,Qualcomm Snapdragon 617,3GB,16GB,Android 6.0.1
BlackBerry,9720,Mobile Phone,2.8,360x480 pixels,Marvell Tavor MG1,512MB,512MB,BlackBerry OS 7.1
BlackBerry,Leap,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon S4 Plus (MSM8960),2GB,16GB,BlackBerry OS 10.3.1
BlackBerry,Z3,Mobile Phone,5,540x960 pixels,Qualcomm Snapdragon 400 (MSM8230),1.5GB,8GB,BlackBerry OS 10
BlackBerry,Q5,Mobile Phone,3.1,720x720 pixels,Qualcomm Snapdragon S4,2GB,8GB,BlackBerry OS 10.1
BlackBerry,Passport,Mobile Phone,4.5,1440x1440 pixels,Qualcomm Snapdragon 801,3GB,32GB,BlackBerry OS 10.3
BlackBerry,DTEK60,Mobile Phone,5.5,1440x2560 pixels,Qualcomm Snapdragon 820,4GB,32GB,Android 6.0.1
BlackBerry,Torch 9860,Mobile Phone,3.7,480x800 pixels,Qualcomm Snapdragon S2 (MSM8655),768MB,4GB,BlackBerry OS 7.1
BlackBerry,Bold 9900,Mobile Phone,2.8,480x640 pixels,Qualcomm Snapdragon S2 (MSM8655),768MB,8GB,BlackBerry OS 7.1
BlackBerry,Bold 9790,Mobile Phone,2.45,360x480 pixels,Marvell Tavor MG1,768MB,8GB,BlackBerry OS 7
BlackBerry,Z30,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon S4 Pro,2GB,16GB,BlackBerry OS 10.2
BlackBerry,Priv,Mobile Phone,5.4,1440x2560 pixels,Qualcomm Snapdragon 808,3GB,32GB,Android 5.1.1
BlackBerry,Classic,Mobile Phone,3.5,720x720 pixels,Qualcomm Snapdragon S4 Plus (MSM8960),2GB,16GB,BlackBerry OS 10
BlackBerry,Porsche Design P9982,Mobile Phone,4.2,768x1280 pixels,Qualcomm Snapdragon S4 Plus (MSM8960),2GB,16GB,BlackBerry OS 10.2
BlackBerry,KEY2,Mobile Phone,4.5,1080x1620 pixels,Qualcomm Snapdragon 660,4GB,64GB,Android 8.1
BlackBerry,Motion,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 625,4GB,32GB,Android 7.1.1
BlackBerry,Porsche Design P9983,Mobile Phone,3.1,720x720 pixels,Qualcomm Snapdragon S4 Plus (MSM8960),2GB,64GB,BlackBerry OS 10.3
Gionee,F103,Mobile Phone,5,720x1280 pixels,MediaTek MT6735,2GB,16GB,Android 5.0
Gionee,S6,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6753T,3GB,32GB,Android 5.1
Gionee,Marathon M5 Lite,Mobile Phone,5,720x1280 pixels,MediaTek MT6735,3GB,32GB,Android 5.1
Gionee,S6 Pro,Mobile Phone,5.5,1080x1920 pixels,MediaTek Helio P10 M (MT6755M),4GB,32GB,Android 6.0
Gionee,S6s,Mobile Phone,5.5,1080x1920 pixels,MediaTek MT6735,3GB,32GB,Android 6.0
Gionee,S10 Lite,Mobile Phone,5.2,720x1280 pixels,Qualcomm Snapdragon 427,4GB,32GB,Android 7.1
Gionee,A1 Plus,Mobile Phone,6,1080x1920 pixels,MediaTek Helio P25 (MT6757CD),4GB,64GB,Android 7.0
Gionee,Marathon M4,Mobile Phone,5,720x1280 pixels,MediaTek MT6735,2GB,16GB,Android 5.0
Gionee,Pioneer P6,Mobile Phone,5,480x854 pixels,MediaTek MT6582,1GB,8GB,Android 4.4
Gionee,M7 Power,Mobile Phone,6,720x1440 pixels,Qualcomm Snapdragon 435,4GB,64GB,Android 7.1.1
Gionee,Elife E8,Mobile Phone,6,1440x2560 pixels,MediaTek Helio X10 (MT6795),3GB,64GB,Android 5.1
Gionee,Marathon M5 Plus,Mobile Phone,6,1080x1920 pixels,MediaTek MT6753,3GB,64GB,Android 5.1
Gionee,X1s,Mobile Phone,5.2,720x1280 pixels,MediaTek MT6737T,3GB,16GB,Android 7.0
